numero_de_cliente,Predicted
38505830,1
42804439,1
39952294,1
42327662,1
5762747,1
36387592,1
33486793,1
43579068,1
50541689,1
19789254,1
7849908,1
19371903,1
14749650,1
45934348,1
56876434,1
24655983,1
9109511,1
6850096,1
21228471,1
27774627,1
6362100,1
15043590,1
30602252,1
5794474,1
18292289,1
22531133,1
34283513,1
25445057,1
22434959,1
33185728,1
31113841,1
16015545,1
27674743,1
36696618,1
22029464,1
22319056,1
24589932,1
19598651,1
23095787,1
8250779,1
15759763,1
22411246,1
19358306,1
13833725,1
36513158,1
25444907,1
23883456,1
51781389,1
27001239,1
45983803,1
25689649,1
47270421,1
8880448,1
20019338,1
27008612,1
29609999,1
42096108,1
28870301,1
23312538,1
47759714,1
8539934,1
16148764,1
16975738,1
4914178,1
14149782,1
40075441,1
15014115,1
41670054,1
18649808,1
19804331,1
31617929,1
4978870,1
28552730,1
16019774,1
42299821,1
56848122,1
51225224,1
29629552,1
14949106,1
8059983,1
20843686,1
34653056,1
17513391,1
38226017,1
35096036,1
8075434,1
15997418,1
18994428,1
14841893,1
14042876,1
56678765,1
50168870,1
6153222,1
33119277,1
6803541,1
6448340,1
46247009,1
7574871,1
23242433,1
14530706,1
20689569,1
44770696,1
46429089,1
7097148,1
5427715,1
29094900,1
22136150,1
38669887,1
24769703,1
44814722,1
23790550,1
37216448,1
42704439,1
26301810,1
57908098,1
29166201,1
50383230,1
32384942,1
6439120,1
44660282,1
14228161,1
30117736,1
21113536,1
32374484,1
39867254,1
25674736,1
13519063,1
5207141,1
33923352,1
13234340,1
50900930,1
41272671,1
33606541,1
41167208,1
28865802,1
42232484,1
41328441,1
23718897,1
5058185,1
30254606,1
22304668,1
13856690,1
20232938,1
50552603,1
22846769,1
47499072,1
26441379,1
15314040,1
44027725,1
13216188,1
8754187,1
43083058,1
15155264,1
19011767,1
19618653,1
23493123,1
37332709,1
42730273,1
5457045,1
47286697,1
43981506,1
51491785,1
19634239,1
38312656,1
43391779,1
38141596,1
15017681,1
31379570,1
6571764,1
30964531,1
33287233,1
34532318,1
15599460,1
46470499,1
56309225,1
59510496,1
5506544,1
53533358,1
25460976,1
27674294,1
7993630,1
45945275,1
41472596,1
44342657,1
7276574,1
21474559,1
50252279,1
27064649,1
37841955,1
19765052,1
20888385,1
41534067,1
47337154,1
34457859,1
41807543,1
22446055,1
36858696,1
40904712,1
33801106,1
34102495,1
21681310,1
31941745,1
25643417,1
34075367,1
32590164,1
30244679,1
52344275,1
32925271,1
18796404,1
35174450,1
4811561,1
13629075,1
51720832,1
24966379,1
28314544,1
41070833,1
43278176,1
6905878,1
36412115,1
45975814,1
36454103,1
21608409,1
17446792,1
14559574,1
6228331,1
43492571,1
38851188,1
31503289,1
19221933,1
8477743,1
22482221,1
56737481,1
39634974,1
32172253,1
31073758,1
5849568,1
51716864,1
49915312,1
40222892,1
21151829,1
46259842,1
24052173,1
32746307,1
28560267,1
29435266,1
51982203,1
48670597,1
23500814,1
26488069,1
32278213,1
16116519,1
6494842,1
40001338,1
37312747,1
24027084,1
7596102,1
15829883,1
31965593,1
21681932,1
39212801,1
17829476,1
36692103,1
52043835,1
43873731,1
6826500,1
30907206,1
5778876,1
41966771,1
14017219,1
42466624,1
28100256,1
31488866,1
40532892,1
6039163,1
21961892,1
44854052,1
26824066,1
29520350,1
31809588,1
27050728,1
34850338,1
39183301,1
27689455,1
5663935,1
18382609,1
33441834,1
36963823,1
37611208,1
9159833,1
46599650,1
46382930,1
42131953,1
50188407,1
21643554,1
14392869,1
22647786,1
29095076,1
39692145,1
17902628,1
15497085,1
34804763,1
21377666,1
18624170,1
13029377,1
35928580,1
46866129,1
7991025,1
16142484,1
6643442,1
22271433,1
18940380,1
21752046,1
36875393,1
39419376,1
37762947,1
13301171,1
46730356,1
5163847,1
26130355,1
51494779,1
5452578,1
13960425,1
20637277,1
29783418,1
26916520,1
28161520,1
20228459,1
24215319,1
5452911,1
29706471,1
43972575,1
30021277,1
34668013,1
42686463,1
18816316,1
20838798,1
50631252,1
25373379,1
40176371,1
21539687,1
9013893,1
13889670,1
32487239,1
29968775,1
4840338,1
17372437,1
40526873,1
45746538,1
55891934,1
56815587,1
19270534,1
33713974,1
40556162,1
18698242,1
51680035,1
54421386,1
29202481,1
29255994,1
28512951,1
30568564,1
31618460,1
41489658,1
34862575,1
49319141,1
38269811,1
55661548,1
19690093,1
22988432,1
23963077,1
22573481,1
38924321,1
32293101,1
40834799,1
23739553,1
31811548,1
4890506,1
50430332,1
26745227,1
34617722,1
50380358,1
15610380,1
22194967,1
19758665,1
47411717,1
56470675,1
51058188,1
8168397,1
39381523,1
23007376,1
40928283,1
6977692,1
20023542,1
8028753,1
32525877,1
30556664,1
22927121,1
53496064,1
32572734,1
5458864,1
14402428,1
33739019,1
43411841,1
31256253,1
5298398,1
37791168,1
29673807,1
18146434,1
35751947,1
46223252,1
15660457,1
21513225,1
44748080,1
25629365,1
20244198,1
21393663,1
43848950,1
19776782,1
8151382,1
5346178,1
23770221,1
18976788,1
15766257,1
55955693,1
52399780,1
7720142,1
24205686,1
35008879,1
50845666,1
13934281,1
17717091,1
38097787,1
5764013,1
34017301,1
13917363,1
32184857,1
56331034,1
38776556,1
26385207,1
8594054,1
33556970,1
17417490,1
16920603,1
38591381,1
41397336,1
34512272,1
18377112,1
37184184,1
33838441,1
17383624,1
38501862,1
8359864,1
43709925,1
14245525,1
29504897,1
36532994,1
51383893,1
40405145,1
23443103,1
50236609,1
27218160,1
30253736,1
30603106,1
14144139,1
24536996,1
13546464,1
47406294,1
37130874,1
7397136,1
28282581,1
37541106,1
44307896,1
25740530,1
40649489,1
37816115,1
30580292,1
24625422,1
50724162,1
20906342,1
33475521,1
38944342,1
34501986,1
28720023,1
23403377,1
44063568,1
19110246,1
14325249,1
30732920,1
34154108,1
40477254,1
45388142,1
44726268,1
19601174,1
13051267,1
41465976,1
43308747,1
15172898,1
25352299,1
45461708,1
14791976,1
19322049,1
17633223,1
44281591,1
14955116,1
6974764,1
47524579,1
18253534,1
42536298,1
25158557,1
22083255,1
13304721,1
37440899,1
6582024,1
32769150,1
7509721,1
37837647,1
15141981,1
16660894,1
27520192,1
15036374,1
26977740,1
49944836,1
20307444,1
7906237,1
47280455,1
46843277,1
55838687,1
13532078,1
23354717,1
27419690,1
26132306,1
13197939,1
4711165,1
19191020,1
32548308,1
37073885,1
41259762,1
17269352,1
40839778,1
47558347,1
17803784,1
26168352,1
36150069,1
47122913,1
50131664,1
42890164,1
21017985,1
40023806,1
41289670,1
50131745,1
30008481,1
34552478,1
18817532,1
43342321,1
14249540,1
29026781,1
13173535,1
24680092,1
31367453,1
28959246,1
14079309,1
33693057,1
19869733,1
38210422,1
23151626,1
43932657,1
34009325,1
13100474,1
19767018,1
49335883,1
29603147,1
55879631,1
19553412,1
47861420,1
57188651,1
21348006,1
39338952,1
53830012,1
32131422,1
5901851,1
41063868,1
45462629,1
29109552,1
57971188,1
44900859,1
4823854,1
54320927,1
33782357,1
28066578,1
26653713,1
5663954,1
35309894,1
51297581,1
4851852,1
29567307,1
23319377,1
52177620,1
13450174,1
43370601,1
6935186,1
21621943,1
18871218,1
13154751,1
40789243,1
7138300,1
31867019,1
50125453,1
49529757,1
40631098,1
32059461,1
23005818,1
50800038,1
36856949,1
44632909,1
33750762,1
39119788,1
6671968,1
50192020,1
36345001,1
57915336,1
18953245,1
38231490,1
32257934,1
42324775,1
30601008,1
5466567,1
26628256,1
26138658,1
16241382,1
38149042,1
33284047,1
24246508,1
33904870,1
26056691,1
20239536,1
19973933,1
21296060,1
27766660,1
25056103,1
14727646,1
30764581,1
43921461,1
35903281,1
15252892,1
21018877,1
30337368,1
13267230,1
24449707,1
5149420,1
31909186,1
47153333,1
28642633,1
47841568,1
18314707,1
24250834,1
57907856,1
34971422,1
33413867,1
27514182,1
30816248,1
16416585,1
27574347,1
36433654,1
39768593,1
38974571,1
34204320,1
36350336,1
25594962,1
47298726,1
7603114,1
15051865,1
42672093,1
36872437,1
5124382,1
30615779,1
13346712,1
50998193,1
20247019,1
19698707,1
38362457,1
22910568,1
52274117,1
36293350,1
27557285,1
38151857,1
34999570,1
16901587,1
30560742,1
45788858,1
42746562,1
19493879,1
39797071,1
41693274,1
53537672,1
46282163,1
35703903,1
9119957,1
39750340,1
40374640,1
35399156,1
25509152,1
20258448,1
13563912,1
17965877,1
7690048,1
18709467,1
56346978,1
44807208,1
28363339,1
31623417,1
13668625,1
47536127,1
21451945,1
47679908,1
44329318,1
14281110,1
13446998,1
39468649,1
4926345,1
31764566,1
18601780,1
38011726,1
19400551,1
13822670,1
26148215,1
47104793,1
32261327,1
38533190,1
5060457,1
33000745,1
53658346,1
35374306,1
34527779,1
12734601,1
28525901,1
53714166,1
6102624,1
40419100,1
42923264,1
36595191,1
35827785,1
6526798,1
42257821,1
39362369,1
31842816,1
57927149,1
39553786,1
31781785,1
41468282,1
34464906,1
46449350,1
45517327,1
20818107,1
43941275,1
5366335,1
53478383,1
22741406,1
34633810,1
15341846,1
25683077,1
45607434,1
23184732,1
25348139,1
14418124,1
31744708,1
56630302,1
17093517,1
14525274,1
38251888,1
30387207,1
18397306,1
43419064,1
17777492,1
29055108,1
20573811,1
34800123,1
19840550,1
32447117,1
7957574,1
22585385,1
45396109,1
22831686,1
31102264,1
43310201,1
26608087,1
23950529,1
36883398,1
37623919,1
46698249,1
22685143,1
23889623,1
35881774,1
18602716,1
47333736,1
15047734,1
13670620,1
39009581,1
26069260,1
22134262,1
30519483,1
58613920,1
19658121,1
31352034,1
24271054,1
15122667,1
18204682,1
56831641,1
44628803,1
8361903,1
44591820,1
24705517,1
31605347,1
13346065,1
44387573,1
43323996,1
28977096,1
21487873,1
22316609,1
16851809,1
22476306,1
38376160,1
55644986,1
57232335,1
44289916,1
21811667,1
55443974,1
5955091,1
34518762,1
28786747,1
56279013,1
5671688,1
37077275,1
24669439,1
25125692,1
15853517,1
51116207,1
40490949,1
39270214,1
25189979,1
56720095,1
45502348,1
7190698,1
17952368,1
47338235,1
19797916,1
21215299,1
50676749,1
20378438,1
24998056,1
18172060,1
36825932,1
26437329,1
28700511,1
23588159,1
37520183,1
21826307,1
43829183,1
14070639,1
7819718,1
56446887,1
17245595,1
39449796,1
42350382,1
33902218,1
42996535,1
52711640,1
25872678,1
47697517,1
46584642,1
23066206,1
26969192,1
32224611,1
20678903,1
26489587,1
53817355,1
45769628,1
51065179,1
20859221,1
27064482,1
37106963,1
21946366,1
40767761,1
28867939,1
54279744,1
17672468,1
31298171,1
45438511,1
21213684,1
30116979,1
41265970,1
53776524,1
23818108,1
35404201,1
52361953,1
33949499,1
14581826,1
6391443,1
45679873,1
45470404,1
52404285,1
30307109,1
24528985,1
40997593,1
40877559,1
18528119,1
58430448,1
46163600,1
5356769,1
51236779,1
10504318,1
29513627,1
13279711,1
38980534,1
41134821,1
19419395,1
51777761,1
6813902,1
33902781,1
37988105,1
18966097,1
40803725,1
36911459,1
40778002,1
41847692,1
33749129,1
18156921,1
36603482,1
37530494,1
53588078,1
29909348,1
34456417,1
45207073,1
30075881,1
57897153,1
13615918,1
51456228,1
17479713,1
12577496,1
50649876,1
37240208,1
41530181,1
6167152,1
8673873,1
19107237,1
26570916,1
32134909,1
31438107,1
26342771,1
42875034,1
49645276,1
39884932,1
28520878,1
40279513,1
44946383,1
30096038,1
14338158,1
15711235,1
27188409,1
38220906,1
57125634,1
14008284,1
23459162,1
15188907,1
15058940,1
48999339,1
39171558,1
6972386,1
35153521,1
24142999,1
36134681,1
6710343,1
23566071,1
40595152,1
39570943,1
52000685,1
50816060,1
26894107,1
22387487,1
22184888,1
43103670,1
56842837,1
36283055,1
37461008,1
42763404,1
24655707,1
5171477,1
6692093,1
56819605,1
15681949,1
35716978,1
31113873,1
32043878,1
12451638,1
57246758,1
6837307,1
33369762,1
43293714,1
7084051,1
24959637,1
36584724,1
21985397,1
7201681,1
36904010,1
19184196,1
53703117,1
29540595,1
5367796,1
56449177,1
50410037,1
55795019,1
47554433,1
18201541,1
40841409,1
6119877,1
17656597,1
18223255,1
50905473,1
41011554,1
46311691,1
46866782,1
38818135,1
56293951,1
20848103,1
55768969,1
45339177,1
46794086,1
24551447,1
22751745,1
36000450,1
50129216,1
6415498,1
28305226,1
20104259,1
35430283,1
19699788,1
39172692,1
47808183,1
16006472,1
17048451,1
7090746,1
30333759,1
37820548,1
29318415,1
28031022,1
6460043,1
55782792,1
49630812,1
35799175,1
29302650,1
33029534,1
7514625,1
19244351,1
20821827,1
4969768,1
15199881,1
8859293,1
35818131,1
35581641,1
36448900,1
56432106,1
41139700,1
19003049,1
46255378,1
30588633,1
52092269,1
7805835,1
20084508,1
7576068,1
6721665,1
12682036,1
51003877,1
50858851,1
18952127,1
50470604,1
55636268,1
40896167,1
43840342,1
47414324,1
57165715,1
56805129,1
26012847,1
24359065,1
30388432,1
24471933,1
18891397,1
14372395,1
26269132,1
18138040,1
38017749,1
28351489,1
23958500,1
52193296,1
39436200,1
32905378,1
33776972,1
45166122,1
7140942,1
43531944,1
20309898,1
57180606,1
45528876,1
56642269,1
27331791,1
39303486,1
34618121,1
42855644,1
40980007,1
6290965,1
34110742,1
35426956,1
40238619,1
42816547,1
29022555,1
18157631,1
25430292,1
51130307,1
19332750,1
29709502,1
49120982,1
15072690,1
50882256,1
24504710,1
29672026,1
50538566,1
14485235,1
34314684,1
18775481,1
4893305,1
18868240,1
5586783,1
28572682,1
57130523,1
31075596,1
14469165,1
39224560,1
22987019,1
50456558,1
32006132,1
31037934,1
21695246,1
46148740,1
40808444,1
47268781,1
7448623,1
18727327,1
17829846,1
40602560,1
19561721,1
51968701,1
31667946,1
15596843,1
21181448,1
14312607,1
21355203,1
45675305,1
41258031,1
30175363,1
35255378,1
35411490,1
7009975,1
15688593,1
22882108,1
28816121,1
29282164,1
30307002,1
37100061,1
32334551,1
46475340,1
40340322,1
13370767,1
21116115,1
36144197,1
56878711,1
31523926,1
35671789,1
16139974,1
27312219,1
8003969,1
12806967,1
43004329,1
45161337,1
37246560,1
56355668,1
21621233,1
48708375,1
31740979,1
21770051,1
37581397,1
8778579,1
49869312,1
58018855,1
27992339,1
7371035,1
19192311,1
7576781,1
34765713,1
39817633,1
41634372,1
8681783,1
38842451,1
45608823,1
19869390,1
41422010,1
20324711,1
19360452,1
21348314,1
9002665,1
36456763,1
6194364,1
36678890,1
46527836,1
22084716,1
18396766,1
37805675,1
56592537,1
15157752,1
41664390,1
32539728,1
41286494,1
6142629,1
9137766,1
43329425,1
12739807,1
41987050,1
35054143,1
27146977,1
39342982,1
20585114,1
22238949,1
5715118,1
42377337,1
20151763,1
6165568,1
50748804,1
26056565,1
36469898,1
36594661,1
41347262,1
23689381,1
47188639,1
25852736,1
24215256,1
48459708,1
36580473,1
15016698,1
14717408,1
5674795,1
40801190,1
35429202,1
16064865,1
34209513,1
5468006,1
39319012,1
38347817,1
30407564,1
56469038,1
15833697,1
20782871,1
8125407,1
44282936,1
23362379,1
41482708,1
44091223,1
55087435,1
40271844,1
31895036,1
18558312,1
20071941,1
49986208,1
34901678,1
47856708,1
20479371,1
33403431,1
45338278,1
50981788,1
41255103,1
51202237,1
24802039,1
34480919,1
40262140,1
55878309,1
7714232,1
20306722,1
29768577,1
49994759,1
15433571,1
50512626,1
6070234,1
51035293,1
24827464,1
21171068,1
36723849,1
34013993,1
25456807,1
51293726,1
30395029,1
56775413,1
40080798,1
58370726,1
41283905,1
47911073,1
4782577,1
48912999,1
39998300,1
5490293,1
15663329,1
36461787,1
6123955,1
40695950,1
32128940,1
31622751,1
24669489,1
42491411,1
30751515,1
30460695,1
4632091,1
14035157,1
31999406,1
12832713,1
47076569,1
37481576,1
25898653,1
28333252,1
31290436,1
31250051,1
29417460,1
50779627,1
43819246,1
50094112,1
31431120,1
34712089,1
30798036,1
44281076,1
37214406,1
30813499,1
16746207,1
7420886,1
23833166,1
7704996,1
18365664,1
41610138,1
23876529,1
20167851,1
26038853,1
37142702,1
7780168,1
5697468,1
25376907,1
53528187,1
35777224,1
36333421,1
7256329,1
32296409,1
21235886,1
46820475,1
37898516,1
5603264,1
19223516,1
17647684,1
16106435,1
38271995,1
25511797,1
39203395,1
19788965,1
51367946,1
29210991,1
31561641,1
27595245,1
18858316,1
12594533,1
36900960,1
43381569,1
27433286,1
23056024,1
39875416,1
41353614,1
45829601,1
19937770,1
6867419,1
31112842,1
45610368,1
34007006,1
24726531,1
8149220,1
6858249,1
47435502,1
22090279,1
8267435,1
16143527,1
42733383,1
38248298,1
57085959,1
45307261,1
30040877,1
31254673,1
35616061,1
43195279,1
28874109,1
42614791,1
43204103,1
42414750,1
30872727,1
19408723,1
7007594,1
15496787,1
12994803,1
19510793,1
5933430,1
25109677,1
21613549,1
22622286,1
29614331,1
13704590,1
8315078,1
23024445,1
20861370,1
25112840,1
29200630,1
37927632,1
47636909,1
23221900,1
23528189,1
20769353,1
19364521,1
46305955,1
41390075,1
32874132,1
40222757,1
15899969,1
24148707,1
26352283,1
30085783,1
9066735,1
56008760,1
59403669,1
5751189,1
43728231,1
35958724,1
51006176,1
21263629,1
41230593,1
43482357,1
34398191,1
42909365,1
20707702,1
8864055,1
30105044,1
17736120,1
16869571,1
14292215,1
33581584,1
25309121,1
7646405,1
26349538,1
33817157,1
56654980,1
43754755,1
23123895,1
21900430,1
21873893,1
19769978,1
61495624,1
47022744,1
17742252,1
33830876,1
42563231,1
55829523,1
12543281,1
45751960,1
40068923,1
56585993,1
28031191,1
25804757,1
39762300,1
7789772,1
14488891,1
51961729,1
7518401,1
28820432,1
43365515,1
25979078,1
42136832,1
30103571,1
36091764,1
13922362,1
7259094,1
37345407,1
51586573,1
19096998,1
42790764,1
22216895,1
19583835,1
33054679,1
17652142,1
57124657,1
55787730,1
40687911,1
13926012,1
56242143,1
14244702,1
44198336,1
35852701,1
48516087,1
42560579,1
6134687,1
51373551,1
37563330,1
45557521,1
15819271,1
38112386,1
31163739,1
18215992,1
57269007,1
15047872,1
58128261,1
7127226,1
8404343,1
50625315,1
35180526,1
18771881,1
22007033,1
19719112,1
14094405,1
28153808,1
40523178,1
34539735,1
30818770,1
22971034,1
40199600,1
42335048,1
5119560,1
20485780,1
33022422,1
17355416,1
16444074,1
35139283,1
4892246,1
36705697,1
5665546,1
23748362,1
37479845,1
44744781,1
27418898,1
16084666,1
14337947,1
50207335,1
13474989,1
43974353,1
28842203,1
24027121,1
26230411,1
19654810,1
7389319,1
49478316,1
45950550,1
9025872,1
47318217,1
40239612,1
29385312,1
39871046,1
44130147,1
5773966,1
21076189,1
17977181,1
5321649,1
57163035,1
4745798,1
28734949,1
32061782,1
20973547,1
7981896,1
34069046,1
40521799,1
32125707,1
45897535,1
21898476,1
39779591,1
19615207,1
51117631,1
6416374,1
36298138,1
39112999,1
51222255,1
58317448,1
38633026,1
52189165,1
21451923,1
22729484,1
37052991,1
47053132,1
20335483,1
40717545,1
22817517,1
36617195,1
6283878,1
44073567,1
14568704,1
22041575,1
19343381,1
21368656,1
51927656,1
31710489,1
8225451,1
15956794,1
19939190,1
45812367,1
26205662,1
20478803,1
18757540,1
26223233,1
26980806,1
31520926,1
29115113,1
48879783,1
27775855,1
23023697,1
29115081,1
33632484,1
17581682,1
13713593,1
12687405,1
6704204,1
50658151,1
30706562,1
20850277,1
44982154,1
7711700,1
46930086,1
5344626,1
45767250,1
47915283,1
6205903,1
46070031,1
42451808,1
29064873,1
23397832,1
45881667,1
34476341,1
32556288,1
51792737,1
30331676,1
15268355,1
21751578,1
13848192,1
14809362,1
13619264,1
22706845,1
41455103,1
37222310,1
17179222,1
38606838,1
18195817,1
52890152,1
7365189,1
51793073,1
19015367,1
39219009,1
47362648,1
24500757,1
31075558,1
6723839,1
24232852,1
23798467,1
23509095,1
5937545,1
30589280,1
26856829,1
24861673,1
28591205,1
19675334,1
32756637,1
29398192,1
5611891,1
44401399,1
22909506,1
33573275,1
8956468,1
51737410,1
47375962,1
14912573,1
8128621,1
22743376,1
39865376,1
14059904,1
8695311,1
6505828,1
21433749,1
25440684,1
20202848,1
16060756,1
18990040,1
15165754,1
51059109,1
16450709,1
7028869,1
29488991,1
56374316,1
34680802,1
42809657,1
37520654,1
40203779,1
25632940,1
24924008,1
4910081,1
18275428,1
50830835,1
31380698,1
29527438,1
12322873,1
57222314,1
37434682,1
33129716,1
30065925,1
15047680,1
23402925,1
24641403,1
20878294,1
35480690,1
29221691,1
5120703,1
43536179,1
39111990,1
15134548,1
19271140,1
30597106,1
42423304,1
46990743,1
13856325,1
24474915,1
15598731,1
14365945,1
35849902,1
25243725,1
36863593,1
21778184,1
22617693,1
7040178,1
40098297,1
8193099,1
12707988,1
40605208,1
6249188,1
7609689,1
15648042,1
19219866,1
21101275,1
58551157,1
20811635,1
40412871,1
13852486,1
33611571,1
15929403,1
48298475,1
34077167,1
20143353,1
40819308,1
32030112,1
40667591,1
41280409,1
12804709,1
40832217,1
26496410,1
35148199,1
32205397,1
8520550,1
37521650,1
14265342,1
46121996,1
23166432,1
42282831,1
44688672,1
25967432,1
56495915,1
38990050,1
23584710,1
14304715,1
20444126,1
27502320,1
51298599,1
48501149,1
21098830,1
30742241,1
37150656,1
12456846,1
56765265,1
15712045,1
30876953,1
19662284,1
19979695,1
32837592,1
27082616,1
30371338,1
12847082,1
20219276,1
21218092,1
9129853,1
42999705,1
43628693,1
46911069,1
26171478,1
22357145,1
7949192,1
25782518,1
51118359,1
17434383,1
8973577,1
30272048,1
7552871,1
14278408,1
5248274,1
18183310,1
35572531,1
44527034,1
40920932,1
45462575,1
5981613,1
45384331,1
16013974,1
8176492,1
21843331,1
25249603,1
56040990,1
51238993,1
32297477,1
18630940,1
21157110,1
29512506,1
32484235,1
25382474,1
44199724,1
39236379,1
14227652,1
43989756,1
23959046,1
5626082,1
18473907,1
37960072,1
51718064,1
33292504,1
22869611,1
32403685,1
16224389,1
7349453,1
20728390,1
18322825,1
32889174,1
16790629,1
46100583,1
6580551,1
7725683,1
21343780,1
41024853,1
57995161,1
51162200,1
37418298,1
45650166,1
8256188,1
13222902,1
43382370,1
46949670,1
32289318,1
52371858,1
5079664,1
44531395,1
17479672,1
21677952,1
22031315,1
23454604,1
23789039,1
4833599,1
25587698,1
46043761,1
38363377,1
35884434,1
45823708,1
51022403,1
37786870,1
4719453,1
27668928,1
27899232,1
47835706,1
39274002,1
45467574,1
38558291,1
45388289,1
7685063,1
16887123,1
22382231,1
41142653,1
25921649,1
31052897,1
5057808,1
21648587,1
53448783,1
43428617,1
18598013,1
34720336,1
43758227,1
26360511,1
51292360,1
20489962,1
18585387,1
51121664,1
22430228,1
40588325,1
31654962,1
6622812,1
20636699,1
55873452,1
33471164,1
6735328,1
30482856,1
17426362,1
41971000,1
20021984,1
30764207,1
19630921,1
22553309,1
12997191,1
39519075,1
22286729,1
42593550,1
37537578,1
51785844,1
32236910,1
13130200,1
43990328,1
14896045,1
33880123,1
7109388,1
40092610,1
16176128,1
45924766,1
26304886,1
22829229,1
28556374,1
42994738,1
34035343,1
14149053,1
13735195,1
27253433,1
37074159,1
20330868,1
37979830,1
22725858,1
6712586,1
14690016,1
16289586,1
41029989,1
24214725,1
48539102,1
25112193,1
26227597,1
23219902,1
13074477,1
14923097,1
5158666,1
15261139,1
8086885,1
40818318,1
30663108,1
53780894,1
6324539,1
22192083,1
45882217,1
26970985,1
29858166,1
47391224,1
44005546,1
44779992,1
15280262,1
26470812,1
13028393,1
13275326,1
47844264,1
30467028,1
21930432,1
23552810,1
14471735,1
30554396,1
22776271,1
49977035,1
45557967,1
26588358,1
23492664,1
35002451,1
36941863,1
58559177,1
5821181,1
38854527,1
22143806,1
5631897,1
41594310,1
31819697,1
20938697,1
21705682,1
28383116,1
29413467,1
43237847,1
42580648,1
22585850,1
47608453,1
9095220,1
51203330,1
24477946,1
58024632,1
57099876,1
30715487,1
23591587,1
51564381,1
34071261,1
39890241,1
51147136,1
23940200,1
14025469,1
16787259,1
59513339,1
21040136,1
39451631,1
30428088,1
24204458,1
50505834,1
26588553,1
25235824,1
59617011,1
28098393,1
7230499,1
16122862,1
44349110,1
30290631,1
37741087,1
42515812,1
20319794,1
43330477,1
47550918,1
6637766,1
45251545,1
5795272,1
31299173,1
13801225,1
14519057,1
21077518,1
36151071,1
56370075,1
30829386,1
47654926,1
23315246,1
18253666,1
28939187,1
39869981,1
5621165,1
20696399,1
7692961,1
37829558,1
37216454,1
44083385,1
21381882,1
16287004,1
13267343,1
35978971,1
50842097,1
18350301,1
16625360,1
49844927,1
34396271,1
40696751,1
26508003,1
53770068,1
47529043,1
37421823,1
57971005,1
18799288,1
33509793,1
23590996,1
5636857,1
34162804,1
15759147,1
55935580,1
26188229,1
36049085,1
26651049,1
25755682,1
29328283,1
42771892,1
43875845,1
6089426,1
59626766,1
56390454,1
41628657,1
6147407,1
19946849,1
6145751,1
38919185,1
40717583,1
4831497,1
6134756,1
58040246,1
42767500,1
40409245,1
5658691,1
37995421,1
57152052,1
46263694,1
31240809,1
35841743,1
38797225,1
31555402,1
18492336,1
52292602,1
